ID_LAT_LON_YEAR_WEEK,Location_week_no_enc,year
ID_-0.510_29.290_2021_00,3.6080506,2021.0
ID_-0.510_29.290_2021_01,4.0163188666666665,2021.0
ID_-0.510_29.290_2021_02,4.138755333333333,2021.0
ID_-0.510_29.290_2021_03,4.184736766666667,2021.0
ID_-0.510_29.290_2021_04,4.247568566666667,2021.0
ID_-0.510_29.290_2021_05,4.2390931,2021.0
ID_-0.510_29.290_2021_06,4.231409233333333,2021.0
ID_-0.510_29.290_2021_07,4.213847366666666,2021.0
ID_-0.510_29.290_2021_08,4.260713366666667,2021.0
ID_-0.510_29.290_2021_09,4.171833666666667,2021.0
ID_-0.510_29.290_2021_10,4.234933300000001,2021.0
ID_-0.510_29.290_2021_11,4.2645588,2021.0
ID_-0.510_29.290_2021_12,4.2848804,2021.0
ID_-0.510_29.290_2021_13,4.09921035,2021.0
ID_-0.510_29.290_2021_14,4.4427303,2021.0
ID_-0.510_29.290_2021_15,4.37557165,2021.0
ID_-0.510_29.290_2021_16,4.395462500000001,2021.0
ID_-0.510_29.290_2021_17,4.2219796,2021.0
ID_-0.510_29.290_2021_18,4.35864125,2021.0
ID_-0.510_29.290_2021_19,4.3353565,2021.0
ID_-0.510_29.290_2021_20,4.364395699999999,2021.0
ID_-0.510_29.290_2021_21,4.3017621,2021.0
ID_-0.510_29.290_2021_22,4.4765243,2021.0
ID_-0.510_29.290_2021_23,4.450749,2021.0
ID_-0.510_29.290_2021_24,4.5017911,2021.0
ID_-0.510_29.290_2021_25,4.4588325,2021.0
ID_-0.510_29.290_2021_26,4.51090095,2021.0
ID_-0.510_29.290_2021_27,4.43220905,2021.0
ID_-0.510_29.290_2021_28,4.3659153,2021.0
ID_-0.510_29.290_2021_29,4.36765265,2021.0
ID_-0.510_29.290_2021_30,4.33337645,2021.0
ID_-0.510_29.290_2021_31,4.6884406,2021.0
ID_-0.510_29.290_2021_32,4.6298770000000005,2021.0
ID_-0.510_29.290_2021_33,4.5958052,2021.0
ID_-0.510_29.290_2021_34,4.577075000000001,2021.0
ID_-0.510_29.290_2021_35,4.715468733333334,2021.0
ID_-0.510_29.290_2021_36,4.685423533333334,2021.0
ID_-0.510_29.290_2021_37,4.6907671,2021.0
ID_-0.510_29.290_2021_38,4.687648533333333,2021.0
ID_-0.510_29.290_2021_39,4.5632974,2021.0
ID_-0.510_29.290_2021_40,4.439162433333333,2021.0
ID_-0.510_29.290_2021_41,4.4333536,2021.0
ID_-0.510_29.290_2021_42,4.4931133333333335,2021.0
ID_-0.510_29.290_2021_43,4.5307643,2021.0
ID_-0.510_29.290_2021_44,4.4251524,2021.0
ID_-0.510_29.290_2021_45,4.477663066666668,2021.0
ID_-0.510_29.290_2021_46,4.5040811,2021.0
ID_-0.510_29.290_2021_47,4.5865778,2021.0
ID_-0.510_29.290_2021_48,4.450652033333333,2021.0
ID_-0.510_29.290_2021_49,4.4439641666666665,2021.0
ID_-0.510_29.290_2021_50,4.4678011,2021.0
