ID_LAT_LON_YEAR_WEEK,emission,pred_1_10,emission_1_10,Cycles,emission_1_10_lag_1,emission_1_10_lag_2,Cycles_forecast
ID_-0.510_29.290_2021_17,3.9489975,4.458967316574536,-0.5099698165745359,-0.1277228256306242,-0.1999865539649397,-0.1779446091496206,-0.24957722425460815
ID_-0.510_29.290_2021_18,4.240205,4.446046803611812,-0.2058418036118121,-0.2507357441633101,-0.5099698165745359,-0.1999865539649397,-0.105909064412117
ID_-0.510_29.290_2021_19,4.150236,4.454479125404207,-0.3042431254042075,-0.2279967329966017,-0.2058418036118121,-0.5099698165745359,-0.14431080222129822
ID_-0.510_29.290_2021_20,4.26922,4.388245334284285,-0.1190253342842853,-0.1751462176216761,-0.3042431254042075,-0.2058418036118121,0.5743850469589233
ID_-0.510_29.290_2021_21,4.3166842,4.300768740449406,0.0159154595505937,-0.1346008044072726,-0.1190253342842853,-0.3042431254042075,-0.07891111075878143
ID_-0.510_29.290_2021_22,4.6027136,4.302880248932296,0.2998333510677042,-0.0291760282967208,0.0159154595505937,-0.1190253342842853,-0.04388480260968208
ID_-0.510_29.290_2021_23,4.568914,4.308323814521118,0.2605901854788826,0.1173886029710189,0.2998333510677042,0.0159154595505937,-0.1929156333208084
ID_-0.510_29.290_2021_24,4.5951552,4.200389865405833,0.394765334594167,0.1865031057602657,0.2605901854788826,0.2998333510677042,-0.30553969740867615
ID_-0.510_29.290_2021_25,4.521273,4.36556020242,0.1557127975799996,0.2253390515474473,0.394765334594167,0.2605901854788826,-4.82318115234375
ID_-0.510_29.290_2021_26,4.4686694,4.287780449435058,0.1808889505649418,0.1751275618843265,0.1557127975799996,0.394765334594167,-0.6847033500671387
ID_-0.510_29.290_2021_27,4.4108768,4.073684775348784,0.3371920246512161,0.1139784882285461,0.1808889505649418,0.1557127975799996,-0.8199215531349182
ID_-0.510_29.290_2021_28,4.2935534,3.901723465189839,0.3918299348101612,0.1801589765093195,0.3371920246512161,0.1808889505649418,-0.8289254903793335
ID_-0.510_29.290_2021_29,4.2972956,4.043280832930924,0.2540147670690764,0.2468624113180246,0.3918299348101612,0.3371920246512161,-0.41585811972618103
ID_-0.510_29.290_2021_30,4.2626305,4.091020801464351,0.171609698535649,0.2112057092650731,0.2540147670690764,0.3918299348101612,-0.8285859227180481
ID_-0.510_29.290_2021_31,4.7547274,3.982894539620126,0.7718328603798743,0.1395273788197811,0.171609698535649,0.2540147670690764,-0.7434002757072449
ID_-0.510_29.290_2021_32,4.622899,4.022694097587157,0.6002049024128437,0.3407707980286604,0.7718328603798743,0.171609698535649,-0.9100460410118103
ID_-0.510_29.290_2021_33,4.6112924,4.11192202569326,0.4993703743067401,0.4535605864814875,0.6002049024128437,0.7718328603798743,-0.7650935649871826
ID_-0.510_29.290_2021_34,4.574137,4.620457285811131,-0.0463202858111309,0.364968250629113,0.4993703743067401,0.6002049024128437,-0.8201409578323364
ID_-0.510_29.290_2021_35,4.614078,4.08858903455026,0.5254889654497399,0.1300948420216884,-0.0463202858111309,0.4993703743067401,-0.4779473543167114
ID_-0.510_29.290_2021_36,4.782577,5.108881950066484,-0.3263049500664845,0.1838144725048947,0.5254889654497399,-0.0463202858111309,-0.5835310220718384
ID_-0.510_29.290_2021_37,4.8733826,5.311507503759235,-0.4381249037592347,0.0325820265395165,-0.3263049500664845,0.5254889654497399,-0.4849451780319214
ID_-0.510_29.290_2021_38,4.7891746,5.367615840103538,-0.5784412401035377,-0.2610458113179895,-0.4381249037592347,-0.3263049500664845,-0.4551575779914856
ID_-0.510_29.290_2021_39,4.6036496,5.212681794461272,-0.609032194461272,-0.3468107109292412,-0.5784412401035377,-0.4381249037592347,-0.3363189101219177
ID_-0.510_29.290_2021_40,4.506435,5.389253546239664,-0.8828185462396645,-0.39975433867654,-0.609032194461272,-0.5784412401035377,-0.683432400226593
ID_-0.510_29.290_2021_41,4.5362616,5.364246508504099,-0.8279849085040993,-0.5116884332580978,-0.8828185462396645,-0.609032194461272,-0.4679408073425293
ID_-0.510_29.290_2021_42,4.565994,5.1861126854707225,-0.6201186854707226,-0.5719508645161729,-0.8279849085040993,-0.8828185462396645,-0.6207525730133057
ID_-0.510_29.290_2021_43,4.629182,6.412580989098347,-1.7833989890983473,-0.4776310007008227,-0.6201186854707226,-0.8279849085040993,-0.4925536811351776
ID_-0.510_29.290_2021_44,4.6002717,5.156213870395545,-0.5559421703955447,-0.853431724543437,-1.7833989890983473,-0.6201186854707226,-0.45916947722435
ID_-0.510_29.290_2021_45,4.6520076,5.156243645074367,-0.504236045074367,-0.7357206472280793,-0.5559421703955447,-1.7833989890983473,-0.27694758772850037
ID_-0.510_29.290_2021_46,4.6414285,5.282350956077156,-0.6409224560771563,-0.3537226482791744,-0.504236045074367,-0.5559421703955447,-0.3536059260368347
ID_-0.510_29.290_2021_47,4.743777,5.342057288246116,-0.5982802882461158,-0.3898211133573681,-0.6409224560771563,-0.504236045074367,-0.7632008790969849
ID_-0.510_29.290_2021_48,4.73688,5.1927731872072425,-0.4558931872072422,-0.4141690541439474,-0.5982802882461158,-0.6409224560771563,-0.597317099571228
ID_-0.510_29.290_2021_49,4.687898,5.194059997704652,-0.5061619977046528,-0.348059563220015,-0.4558931872072422,-0.5982802882461158,-0.5566979050636292
ID_-0.510_29.290_2021_50,4.6074176,4.631526786872807,-0.0241091868728071,-0.324894107871138,-0.5061619977046528,-0.4558931872072422,-0.46186038851737976
ID_-0.510_29.290_2021_51,4.470275,3.8691828146768743,0.6010921853231252,-0.1585707222474424,-0.0241091868728071,-0.5061619977046528,-0.2607448995113373
ID_-0.510_29.290_2021_52,4.26951,3.411433179008484,0.8580768209915162,0.2187894126096503,0.6010921853231252,-0.0241091868728071,-0.4137227535247803
ID_-0.528_29.472_2021_17,3.9166071,4.557935351013271,-0.6413282510132707,-0.0222349230456095,-0.3796397871531054,0.4295644686940862,0.5238306522369385
ID_-0.528_29.472_2021_18,4.2034917,4.583197757727337,-0.3797060577273372,-0.4546277485075549,-0.6413282510132707,-0.3796397871531054,0.4721488952636719
