ID_LAT_LON_YEAR_WEEK,Location,WeekCount,date,emission,CommonTrend,Trend,emission_02,Seasonality,emission_03,emission_03_lag_1,Cycles
ID_-0.510_29.290_2021_16,-0.5129.29,122,2021-04-23,4.372417,44.215682693199014,4.304294530373732,0.06812246962626833,-0.3164514532850346,0.38457392291130293,0.4358474185444405,0.3278913252470996
ID_-0.510_29.290_2021_17,-0.5129.29,123,2021-04-30,3.9489975,44.268289768157466,4.3129447907281255,-0.3639472907281256,-0.31944793072171124,-0.04449936000641436,0.38457392291130293,0.28931788482304754
ID_-0.510_29.290_2021_18,-0.5129.29,124,2021-05-07,4.240205,44.32265590531311,4.32176542418649,-0.08156042418649001,-0.31706351897219764,0.23550309478570763,-0.04449936000641436,-0.03347720671119047
ID_-0.510_29.290_2021_19,-0.5129.29,125,2021-05-14,4.150236,44.378781104665954,4.330756430748824,-0.18052043074882462,-0.3086202257360444,0.1280997949872198,0.23550309478570763,0.1771707679420509
ID_-0.510_29.290_2021_20,-0.5129.29,126,2021-05-21,4.26922,44.43666536621599,4.3399178104151295,-0.07069781041512968,-0.29364858506313596,0.22295077464800628,0.1280997949872198,0.09637044927904859
ID_-0.510_29.290_2021_21,-0.5129.29,127,2021-05-28,4.3166842,44.49630868996322,4.3492495631854045,-0.03256536318540437,-0.27192950286685413,0.23936413968144976,0.22295077464800628,0.16772756210955586
ID_-0.510_29.290_2021_22,-0.5129.29,128,2021-06-04,4.6027136,44.557711075907655,4.35875168905965,0.24396191094035036,-0.24352347230006366,0.487485383240414,0.23936413968144976,0.18007546135960373
ID_-0.510_29.290_2021_23,-0.5129.29,129,2021-06-11,4.568914,44.620872524049275,4.368424188037867,0.20048981196213322,-0.2087852303054005,0.40927504226753375,0.487485383240414,0.36673895851695065
ID_-0.510_29.290_2021_24,-0.5129.29,130,2021-06-18,4.5951552,44.68579303438809,4.378267060120053,0.2168881398799467,-0.1683627449271963,0.385250884807143,0.40927504226753375,0.30790072463393764
ID_-0.510_29.290_2021_25,-0.5129.29,131,2021-06-25,4.521273,44.7524726069241,4.3882803053062105,0.13299269469378938,-0.12318030924798046,0.25617300394176984,0.385250884807143,0.2898271684019433
ID_-0.510_29.290_2021_26,-0.5129.29,132,2021-07-02,4.4686694,44.82091124165731,4.398463923596338,0.07020547640366193,-0.07440642114265639,0.1446118975463183,0.25617300394176984,0.1927208976836759
ID_-0.510_29.290_2021_27,-0.5129.29,133,2021-07-09,4.4108768,44.89110893858771,4.408817914990435,0.002058885009564193,-0.023407996437719472,0.025466881447283665,0.1446118975463183,0.10879262952001471
ID_-0.510_29.290_2021_28,-0.5129.29,134,2021-07-16,4.2935534,44.963065697715315,4.419342279488504,-0.12578887948850337,0.028306753512540177,-0.15409563300104354,0.025466881447283665,0.01915892845149244
ID_-0.510_29.290_2021_29,-0.5129.29,135,2021-07-23,4.2972956,45.036781519040105,4.430037017090543,-0.13274141709054277,0.07915379555354815,-0.21189521264409092,-0.15409563300104354,-0.11592731577541968
ID_-0.510_29.290_2021_30,-0.5129.29,136,2021-07-30,4.2626305,45.112256402562096,4.4409021277965515,-0.17827162779655126,0.1275436301030805,-0.30581525789963176,-0.21189521264409092,-0.15941037879590578
ID_-0.510_29.290_2021_31,-0.5129.29,137,2021-08-06,4.7547274,45.18949034828128,4.451937611606531,0.3027897883934694,0.17195276911285784,0.13083701928061153,-0.30581525789963176,-0.23006714259859615
ID_-0.510_29.290_2021_32,-0.5129.29,138,2021-08-13,4.622899,45.26848335619766,4.46314346852048,0.15975553147952049,0.2109925009792105,-0.051236969499690005,0.13083701928061153,0.0984296839168402
ID_-0.510_29.290_2021_33,-0.5129.29,139,2021-08-20,4.6112924,45.34923542631123,4.4745196985384,0.1367727014615996,0.2434712475892437,-0.10669854612764412,-0.051236969499690005,-0.03854596153627459
ID_-0.510_29.290_2021_34,-0.5129.29,140,2021-08-27,4.574137,45.431746558622,4.486066301660291,0.08807069833970971,0.26844716901740473,-0.18037647067769502,-0.10669854612764412,-0.08027012712056426
ID_-0.510_29.290_2021_35,-0.5129.29,141,2021-09-03,4.614078,45.51601675312997,4.497783277886152,0.11629472211384773,0.2852682112597392,-0.1689734891458915,-0.18037647067769502,-0.13569858968402612
ID_-0.510_29.290_2021_36,-0.5129.29,142,2021-09-10,4.782577,45.602046009835135,4.509670627215983,0.27290637278401686,0.2935974909501986,-0.020691118166181743,-0.1689734891458915,-0.12712004001928828
ID_-0.510_29.290_2021_37,-0.5129.29,143,2021-09-17,4.8733826,45.68983432873748,4.521728349649785,0.35165425035021514,0.29342272826356125,0.058231522086653886,-0.020691118166181743,-0.015566085441118437
ID_-0.510_29.290_2021_38,-0.5129.29,144,2021-09-24,4.7891746,45.77938170983704,4.533956445187557,0.25521815481244303,0.285049328374157,-0.029831173561713942,0.058231522086653886,0.04380801660341105
ID_-0.510_29.290_2021_39,-0.5129.29,145,2021-10-01,4.6036496,45.870688153133784,4.5463549138293,0.05729468617069955,0.26907762199140617,-0.21178293582070662,-0.029831173561713942,-0.022442218576153576
ID_-0.510_29.290_2021_40,-0.5129.29,146,2021-10-08,4.506435,45.963753658627724,4.558923755575012,-0.05248875557501265,0.2463656545325236,-0.2988544101075362,-0.21178293582070662,-0.15932591208841224
ID_-0.510_29.290_2021_41,-0.5129.29,147,2021-10-15,4.5362616,46.058578226318865,4.571662970424696,-0.03540137042469649,0.2179797111414919,-0.2533810815661884,-0.2988544101075362,-0.22483044390478288
ID_-0.510_29.290_2021_42,-0.5129.29,148,2021-10-22,4.565994,46.155161856207194,4.584572558378349,-0.01857855837834954,0.18513543546342315,-0.2037139938417727,-0.2533810815661884,-0.19062051326296814
ID_-0.510_29.290_2021_43,-0.5129.29,149,2021-10-29,4.629182,46.253504548292725,4.597652519435973,0.03152948056402671,0.14913290562180354,-0.11760342505777682,-0.2037139938417727,-0.15325558571674225
ID_-0.510_29.290_2021_44,-0.5129.29,150,2021-11-05,4.6002717,46.35360630257544,4.610902853597568,-0.01063115359756761,0.11128934255598673,-0.12192049615355434,-0.11760342505777682,-0.0884739504126731
ID_-0.510_29.290_2021_45,-0.5129.29,151,2021-11-12,4.6520076,46.45546711905536,4.624323560863133,0.0276840391368669,0.07287322628555608,-0.04518918714868918,-0.12192049615355434,-0.09172171580613982
ID_-0.510_29.290_2021_46,-0.5129.29,152,2021-11-19,4.6414285,46.55908699773248,4.637914641232668,0.00351385876733179,0.03504347950173666,-0.03152962073440487,-0.04518918714868918,-0.03399616891275012
ID_-0.510_29.290_2021_47,-0.5129.29,153,2021-11-26,4.743777,46.66446593860678,4.651676094706174,0.09210090529382597,-0.001202947637261845,0.09330385293108782,-0.03152962073440487,-0.023719973291727356
ID_-0.510_29.290_2021_48,-0.5129.29,154,2021-12-03,4.73688,46.771603941678286,4.66560792128365,0.07127207871635033,-0.03507227322169407,0.1063443519380444,0.09330385293108782,0.07019319763417492
ID_-0.510_29.290_2021_49,-0.5129.29,155,2021-12-10,4.687898,46.880501006946986,4.679710120965097,0.008187879034903034,-0.06600171695498258,0.07418959598988561,0.1063443519380444,0.08000366413998604
ID_-0.510_29.290_2021_50,-0.5129.29,156,2021-12-17,4.6074176,46.99115713441288,4.693982693750513,-0.08656509375051336,-0.09367262413182195,0.007107530381308597,0.07418959598988561,0.0558133968761596
ID_-0.510_29.290_2021_51,-0.5129.29,157,2021-12-24,4.470275,47.10357232407597,4.708425639639901,-0.23815063963990113,-0.11800840308233455,-0.12014223655756658,0.007107530381308597,0.005347049120410641
ID_-0.510_29.290_2021_52,-0.5129.29,158,2021-12-31,4.26951,47.21774657593625,4.723038958633258,-0.4535289586332576,-0.1391576923212079,-0.3143712663120497,-0.12014223655756658,-0.09038391759797548
ID_-0.528_29.472_2021_16,-0.52829.472,122,2021-04-23,4.322206,44.215682693199014,4.147431235501813,0.17477476449818763,-0.26029345471633175,0.4350682192145194,0.47398727477115177,0.36587932540410656
ID_-0.528_29.472_2021_17,-0.52829.472,123,2021-04-30,3.9166071,44.268289768157466,4.156751754780807,-0.24014465478080682,-0.2884249069630486,0.0482802521822418,0.4350682192145194,0.3358370045436979
ID_-0.528_29.472_2021_18,-0.52829.472,124,2021-05-07,4.2034917,44.32265590531311,4.166290772465764,0.03720092753423554,-0.3119963509890505,0.349197278523286,0.0482802521822418,0.037268397357940845
ID_-0.528_29.472_2021_19,-0.52829.472,125,2021-05-14,4.0410075,44.378781104665954,4.176048288556687,-0.13504078855668666,-0.3301739300096632,0.19513314145297656,0.349197278523286,0.26955167680553493
ID_-0.528_29.472_2021_20,-0.52829.472,126,2021-05-21,4.1618795,44.43666536621599,4.186024303053573,-0.024144803053572694,-0.342275932835206,0.3181311297816333,0.19513314145297656,0.15062679096874454
ID_-0.528_29.472_2021_21,-0.52829.472,127,2021-05-28,4.2472563,44.49630868996322,4.196218815956425,0.051037484043575,-0.3478073219868783,0.3988448060304533,0.3181311297816333,0.24557115633694765
ID_-0.528_29.472_2021_22,-0.52829.472,128,2021-06-04,4.444772,44.557711075907655,4.206631827265241,0.2381401727347594,-0.34648585767428414,0.5846260304090436,0.3988448060304533,0.30787549864458014
ID_-0.528_29.472_2021_23,-0.52829.472,129,2021-06-11,4.2752533,44.620872524049275,4.217263336980022,0.0579899630199785,-0.3382583437702564,0.39624830679023487,0.5846260304090436,0.45128337616873143
ID_-0.528_29.472_2021_24,-0.52829.472,130,2021-06-18,4.2377763,44.68579303438809,4.228113345100767,0.009662954899233078,-0.3233060577456009,0.332969012644834,0.39624830679023487,0.30587121405512135
ID_-0.528_29.472_2021_25,-0.52829.472,131,2021-06-25,4.17716,44.7524726069241,4.239181851627476,-0.06202185162747664,-0.30203901655762183,0.2400171649301452,0.332969012644834,0.2570247857092428
ID_-0.528_29.472_2021_26,-0.52829.472,132,2021-07-02,4.1245365,44.82091124165731,4.2504688565601505,-0.1259323565601509,-0.2750793411275926,0.1491469845674417,0.2400171649301452,0.18527357814077863
ID_-0.528_29.472_2021_27,-0.52829.472,133,2021-07-09,4.003774,44.89110893858771,4.261974359898789,-0.2582003598987894,-0.24323457850108593,-0.014965781397703493,0.1491469845674417,0.11512924714263559
ID_-0.528_29.472_2021_28,-0.52829.472,134,2021-07-16,3.9517987,44.963065697715315,4.273698361643392,-0.32189966164339223,-0.2074623890738801,-0.11443727256951214,-0.014965781397703493,-0.011552356557632938
ID_-0.528_29.472_2021_29,-0.52829.472,135,2021-07-23,3.8421042,45.036781519040105,4.28564086179396,-0.44353666179395956,-0.16882847516034558,-0.27470818663361396,-0.11443727256951214,-0.08833619448757259
ID_-0.528_29.472_2021_30,-0.52829.472,136,2021-07-30,3.932843,45.112256402562096,4.297801860350492,-0.36495886035049185,-0.128459990016783,-0.23649887033370887,-0.27470818663361396,-0.21205220342048178
ID_-0.528_29.472_2021_31,-0.52829.472,137,2021-08-06,4.242746,45.18949034828128,4.310181357312989,-0.06743535731298866,-0.08749690264063788,0.020061545327649213,-0.23649887033370887,-0.18255774309196102
ID_-0.528_29.472_2021_32,-0.52829.472,138,2021-08-13,4.1555853,45.26848335619766,4.32277935268145,-0.1671940526814497,-0.04704388995792188,-0.12015016272352783,0.020061545327649213,0.015485868633473574
ID_-0.528_29.472_2021_33,-0.52829.472,139,2021-08-20,4.145157,45.34923542631123,4.335595846455876,-0.1904388464558755,-0.008125279136960366,-0.18231356731891513,-0.12015016272352783,-0.09274607742518566
ID_-0.528_29.472_2021_34,-0.52829.472,140,2021-08-27,4.1971345,45.431746558622,4.348630838636266,-0.15149633863626644,0.028354628181579043,-0.1798509668178455,-0.18231356731891513,-0.14073113050316996
ID_-0.528_29.472_2021_35,-0.52829.472,141,2021-09-03,4.2012496,45.51601675312997,4.361884329222621,-0.1606347292226209,0.061643839721286155,-0.22227856894390705,-0.1798509668178455,-0.13883020476522434
ID_-0.528_29.472_2021_36,-0.52829.472,142,2021-09-10,4.430612,45.602046009835135,4.37535631821494,0.05525568178506024,0.09116598830010482,-0.03591030651504458,-0.22227856894390705,-0.1715808359966053
ID_-0.528_29.472_2021_37,-0.52829.472,143,2021-09-17,4.552311,45.68983432873748,4.389046805613224,0.16326419438677675,0.11653362402414047,0.04673057036263628,-0.03591030651504458,-0.027719813214653985
ID_-0.528_29.472_2021_38,-0.52829.472,144,2021-09-24,4.567295,45.77938170983704,4.4029557914174715,0.16433920858252815,0.137551005024569,0.02678820355795916,0.04673057036263628,0.03607217001402738
ID_-0.528_29.472_2021_39,-0.52829.472,145,2021-10-01,4.4347153,45.870688153133784,4.417083275627685,0.017632024372314703,0.15420650973892389,-0.13657448536660918,0.02678820355795916,0.020678297431732058
ID_-0.528_29.472_2021_40,-0.52829.472,146,2021-10-08,4.4491944,45.963753658627724,4.4314292582438615,0.017765141756138192,0.16665538342729402,-0.14889024167115583,-0.13657448536660918,-0.1054243082738332
ID_-0.528_29.472_2021_41,-0.52829.472,147,2021-10-15,4.4154677,46.058578226318865,4.445993739266004,-0.030526039266003835,0.17519407613433774,-0.20572011540034157,-0.14889024167115583,-0.1149310626708252
ID_-0.528_29.472_2021_42,-0.52829.472,148,2021-10-22,4.437061,46.155161856207194,4.46077671869411,-0.02371571869410971,0.18022789739161874,-0.20394361608572845,-0.20572011540034157,-0.15879906708692298
ID_-0.528_29.472_2021_43,-0.52829.472,149,2021-10-29,4.542092,46.253504548292725,4.475778196528181,0.06631380347181892,0.1822340778064568,-0.11592027433463789,-0.20394361608572845,-0.15742775522812819
