ID_LAT_LON_YEAR_WEEK,emission_pred_2_04,week_no_enc,week_no,year,Location_enc,latitude
ID_-0.510_29.290_2019_00,4.129567083772359,72.08800313024554,0.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_01,4.217468108999299,80.8857731675051,1.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_02,4.311707515451279,83.06136411762462,2.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_03,4.382141336453106,83.51770443228028,3.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_04,4.50395540140301,84.68930439261348,4.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_05,4.496025701486583,85.61884000228967,5.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_06,4.413035802296396,84.98452736903467,6.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_07,4.3814270957286565,84.30321034046915,7.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_08,4.371951758882021,84.93675058164467,8.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_09,4.426929345830163,80.40875279967149,9.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_10,4.539986503281961,80.69696791766431,10.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_11,4.609348923179113,81.49028955057274,11.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_12,4.51277267905041,81.56611833708078,12.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_13,4.611255435843777,77.5835042555345,13.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_14,4.634069088914317,122.23192209050836,14.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_15,4.573221896483026,116.84524664410162,15.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_16,4.427342150022598,112.94550310360472,16.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_17,4.457655830353319,81.3575846474316,17.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_18,4.4150396232671545,82.27234569835896,18.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_19,4.448419690929241,80.51411342429648,19.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_20,4.590433036916493,80.53484445668914,20.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_21,4.728091948043249,77.93688206389336,21.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_22,4.876323468923983,78.9882058460834,22.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_23,4.942268359914195,77.62959315160674,23.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_24,4.876974128694298,77.67167359449466,24.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_25,4.616160549137117,77.25668500530041,25.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_26,4.595799334229669,77.30978998388008,26.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_27,4.596217854565038,75.59777316005332,27.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_28,4.615117459699165,75.09555228410815,28.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_29,4.631823797190782,74.16280320718602,29.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_30,4.802660485551527,74.62503885481237,30.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_31,4.865254615340794,78.12677043099477,31.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_32,4.896613036820423,77.52143436297234,32.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_33,4.987586897425989,77.28367400556317,33.0,2019.0,4.377784993333333,-0.51
ID_-0.510_29.290_2019_34,5.00507460065195,77.7922607366516,34.0,2019.0,4.377784993333333,-0.51
